Y, X, Best RMSE Model Name, Best MAE Model Name, New Model Best RMSE Value, New Model Best MAE Value, Old Model Best RMSE Value, Old Model Best MAE Value, Cumulative Accuracy RMSE, Cumulative Accuracy MAE
1, 243, LR, LR, 0.0, 0.0, 0.1360523598232314, 0.07968273828195971, 100.0, 100.0
1, 244, LR, LR, 0.0, 0.0, 0.14281085533889334, 0.08174937864693489, 100.0, 100.0
1, 245, LR, LR, 0.0, 0.0, 0.14943113453955947, 0.07939405910304335, 100.0, 100.0
1, 246, LR, LR, 0.0, 0.0, 0.15072152498591565, 0.08065599865383571, 100.0, 100.0
1, 247, LR, LR, 0.0, 0.0, 0.12903480889835822, 0.07415773119245257, 100.0, 100.0
1, 248, LR, LR, 0.0, 0.0, 0.12268695294639688, 0.07033971003714325, 100.0, 100.0
1, 249, LR, LR, 0.0, 0.0, 0.1376139642809611, 0.06978512371287626, 100.0, 100.0
1, 250, LR, LR, 0.0, 0.0, 0.1362121213403377, 0.07625307355608259, 100.0, 100.0
1, 251, LR, LR, 0.0, 0.0, 0.13064547395674322, 0.08002140067216289, 100.0, 100.0
1, 252, LR, LR, 0.0, 0.0, 0.12671535119919378, 0.077565894255767, 100.0, 100.0
1, 253, LR, LR, 0.0, 0.0, 0.12936037415079515, 0.07630899159804634, 100.0, 100.0
1, 254, LR, LR, 0.0, 0.0, 0.13189068254720412, 0.07580297797389285, 100.0, 100.0
1, 255, LR, LR, 0.0, 0.0, 0.10729360288858604, 0.06873043422592419, 100.0, 100.0
1, 256, LR, LR, 0.0, 0.0, 0.1019673979576612, 0.06304205547679555, 100.0, 100.0
1, 257, LR, LR, 0.0, 0.0, 0.11507880196728028, 0.06552505493164062, 100.0, 100.0
1, 258, LR, LR, 0.0, 0.0, 0.10917008051130717, 0.0626359357091481, 100.0, 100.0
1, 259, LR, LR, 0.0, 0.0, 0.10757887625409698, 0.05968337399618966, 100.0, 100.0
1, 260, LR, LR, 0.0, 0.0, 0.11959691817072893, 0.06637413530464632, 100.0, 100.0
1, 261, LR, LR, 0.0, 0.0, 0.1239397474014694, 0.07573226003935843, 100.0, 100.0
1, 262, LR, LR, 0.0, 0.0, 0.10553021801092796, 0.06518393471127465, 100.0, 100.0
1, 263, LR, LR, 0.0, 0.0, 0.11432330782102025, 0.06627957496417344, 100.0, 100.0
1, 264, LR, LR, 0.0, 0.0, 0.12388549388025875, 0.07389792374202184, 100.0, 100.0
1, 265, LR, LR, 0.0, 0.0, 0.12125845766526963, 0.07426598227235692, 100.0, 100.0
1, 266, LR, LR, 0.0, 0.0, 0.12911681599224173, 0.07287128813966305, 100.0, 100.0
1, 267, LR, LR, 0.0, 0.0, 0.1232349244864058, 0.06873856618732749, 100.0, 100.0
1, 268, LR, LR, 0.0, 0.0, 0.1193339470678975, 0.06752776525106775, 100.0, 100.0
