Place,Y, X, Best RMSE Model Name, Best MAE Model Name, New Model Best RMSE Value, New Model Best MAE Value, Old Model Best RMSE Value, Old Model Best MAE Value, Cumulative Accuracy RMSE, Cumulative Accuracy MAE
803,13,36, RF, KNN,598.1353723,226.2282057,2133.488861,673.5790625,100,99.750934
804,13,37, RF, RF,802.2565645,282.3911145,1435.966919,426.1246669,100,99.75124378
805,13,38, RF, SVR,872.9993306,288.6787271,1438.735348,491.2519823,100,99.7515528
806,13,39, KNN, KNN,1004.364336,292.6204232,2345.30482,720.7814317,100,99.75186104
807,13,40, LR, SVR,1348.411896,367.2955536,1952.792856,627.2233637,100,99.75216853
808,13,41, LR, SVR,837.9348383,233.658274,1635.933696,579.127585,100,99.75247525
809,13,42, RF, LR,265.3638966,86.91727494,1059.928386,328.9874165,100,99.75278121
810,13,43, RF, RF,386.1599757,134.7612685,590.111804,229.6218405,100,99.75308642
811,13,44, RF, SVR,774.4487316,125.9590491,857.9704613,320.0767822,100,99.75339088
812,13,45, KNN, KNN,661.5474994,203.5417909,939.982425,376.7272612,100,99.75369458
813,13,46, LR, SVR,349.6486432,142.0276345,823.8005388,297.6876313,100,99.75399754
814,13,47, KNN, SVR,245.74257,74.05764359,724.8987216,275.9002887,100,99.75429975
815,13,48, LR, SVR,559.1514997,134.8840052,994.8001373,401.4713147,100,99.75460123
816,13,49, KNN, KNN,239.2481397,64.89791642,734.1440629,262.6462629,100,99.75490196
817,13,50, RF, RF,129.1079892,50.12131912,945.1088121,353.5787354,100,99.75520196
818,13,51, LR, LR,610.4388985,169.5774591,780.6857791,268.3237305,100,99.75550122
819,13,52, LR, KNN,564.7876363,172.5748335,911.4245039,322.4445628,100,99.75579976
820,13,53, KNN, KNN,420.7987708,94.42568007,987.4824203,278.8459409,100,99.75609756
821,13,54, LR, KNN,338.5519571,120.4495968,1245.77709,354.6387627,100,99.75639464
822,13,55, RF, RF,823.9927853,272.4830415,1566.969104,673.5804603,100,99.756691
823,13,56, KNN, RF,271.2639773,71.97931133,952.7883108,349.9811906,100,99.75698663
824,13,57, KNN, KNN,200.7123121,33.82960715,967.3278125,276.0963542,100,99.75728155
825,13,58, KNN, KNN,76.23651789,10.53954769,1305.86193,324.4431983,100,99.75757576
826,13,59, KNN, KNN,15.28685365,2.941446883,1605.179823,281.6044922,100,99.75786925
827,13,60, SVR, SVR,0.362621006,0.266080713,2992.392951,557.6442893,100,99.75816203
828,13,61, LR, LR,0,0,2880.044753,573.3153935,100,99.75845411
829,13,62, LR, LR,0,0,1733.723979,337.0619691,100,99.75874548
830,13,63, LR, LR,0,0,1306.608141,271.6258138,100,99.75903614
831,13,64, LR, LR,0,0,1588.682697,315.6258509,100,99.75932611
832,13,65, LR, LR,0,0,752.2758378,69.56484791,100,99.75961538
833,14,1, LR, LR,0,0,44.61818585,9.48680084,100,99.75990396
834,14,2, LR, LR,0,0,26.81978339,7.178419139,100,99.76019185
835,14,3, LR, LR,0,0,32.42782712,8.286011627,100,99.76047904
836,14,4, LR, LR,0,0,28.61794357,9.419181824,100,99.76076555
837,14,5, LR, LR,0,0,44.01269499,11.05165229,100,99.76105137
838,14,6, LR, LR,0,0,22.13030149,7.429820469,100,99.76133652
839,14,7, LR, LR,0,0,21.32117888,6.438779558,100,99.76162098
840,14,8, SVR, KNN,0.162131511,0.119373811,25.8845959,7.090373739,100,99.76190476
841,14,9, RF, RF,0.239728639,0.030948834,45.24874301,9.266437281,100,99.76218787
842,14,10, KNN, KNN,3.044180895,0.731740208,43.86644735,11.21730248,100,99.76247031
843,14,11, RF, KNN,37.28245387,5.27280411,92.74892795,40.96600897,100,99.76275208
844,14,13, LR, LR,0.335229371,0.043606668,20.0734704,12.04771678,100,99.76303318
845,14,14, LR, LR,9.710208607,1.375786789,25.50847693,11.6823453,100,99.76331361
846,14,17, SVR, SVR,0.155853508,0.100546019,20.93794568,14.22397868,100,99.76359338
847,14,18, KNN, KNN,8.886032581,2.318508544,70.7994191,16.83141824,100,99.76387249
848,14,19, RF, KNN,26.69407039,9.712359657,133.7053924,78.69328704,100,99.76415094
849,14,20, KNN, SVR,40.14014473,9.53887509,602.7969963,156.8737335,100,99.76442874
850,14,21, NN, NN,201.6759063,34.554582,226.4284853,86.36643004,100,99.76470588
851,14,22, KNN, KNN,19.32586884,2.658995642,211.0686669,81.43633161,100,99.76498237
852,14,23, KNN, SVR,14.42602876,2.789939802,210.3991379,74.59552951,100,99.76525822
853,14,24, SVR, SVR,0.292685022,0.135616036,563.4856467,157.0570747,100,99.76553341
854,14,25, KNN, SVR,32.89738665,7.623972357,1215.830504,194.2966947,100,99.76580796
855,14,26, RF, SVR,420.5408635,72.91158285,985.8811912,261.96247,100,99.76608187
856,14,27, KNN, SVR,478.4296281,136.623576,1682.577059,501.3861607,100,99.76635514
857,14,28, KNN, SVR,770.008286,169.8255326,2579.285785,1059.633358,100,99.76662777
858,14,29, LR, LR,1948.963344,638.2503268,2824.721032,1107.690722,100,99.76689977
859,14,30, RF, RF,1012.035822,391.5346096,2543.26909,1260.665068,100,99.76717113
860,14,31, KNN, KNN,1372.334881,507.9001435,2450.279287,1099.6429,100,99.76744186
861,14,32, RF, RF,1878.210704,795.0346994,2986.274615,1345.65227,100,99.76771196
862,14,33, LR, KNN,1414.10646,416.9327094,2326.015673,917.8204496,100,99.76798144
863,14,34, KNN, SVR,710.6762566,276.5512047,2628.523569,1064.32145,100,99.76825029
864,14,35, KNN, KNN,1043.196137,293.50343,2295.081246,893.5532407,100,99.76851852
865,14,36, RF, KNN,2189.139284,401.0326598,3012.723081,954.1638494,100,99.76878613
866,14,37, LR, LR,545.762619,263.8921807,1640.563898,585.6527778,100,99.76905312
867,14,38, KNN, KNN,814.9703286,350.0290995,1685.06631,715.6176471,100,99.76931949
868,14,39, LR, SVR,728.3818783,280.0051426,1625.250437,609.4709821,100,99.76958525
869,14,40, RF, SVR,722.8349821,217.5084587,1563.342893,475.2953796,100,99.7698504
870,14,41, RF, SVR,609.4724395,120.2042465,1317.996376,364.3631521,100,99.77011494
871,14,42, LR, NN,311.7681759,101.8783205,1509.415002,325.804946,100,99.77037887
872,14,43, LR, RF,413.3678568,157.0224365,1452.900444,419.0613252,100,99.7706422
873,14,44, RF, SVR,456.1968117,126.6119519,1351.227523,444.1072603,100,99.77090493
874,14,45, KNN, KNN,386.1231363,96.56220411,1173.310624,433.5591972,100,99.77116705
875,14,46, LR, RF,293.5412774,97.14645838,922.7417399,349.8980918,100,99.77142857
876,14,47, LR, LR,967.0332804,235.7955715,976.5121979,400.8325639,100,99.7716895
877,14,48, RF, NN,738.8609972,282.215196,1037.921427,420.1221788,100,99.77194983
878,14,49, LR, LR,215.0296821,68.82304814,1105.189915,399.0696257,100,99.77220957
879,14,50, KNN, SVR,301.9725854,99.26640474,933.0026206,348.3901314,100,99.77246871
880,14,51, RF, KNN,465.1956965,133.4221935,723.1571935,271.6920041,100,99.77272727
881,14,52, KNN, KNN,261.4269808,70.25813952,997.4829956,396.3683036,100,99.77298524
882,14,53, KNN, SVR,252.1875318,80.70900231,1351.401285,429.0546875,100,99.77324263
883,14,54, NN, SVR,124.7965755,27.91062398,1140.13713,390.0372035,100,99.77349943
884,14,55, RF, SVR,932.9707681,241.6194334,1246.586379,454.7251488,100,99.77375566
885,14,56, LR, LR,694.3612737,215.6133307,940.9716776,367.275059,100,99.7740113
886,14,57, KNN, KNN,130.8699015,40.18549056,630.9093453,205.4706842,100,99.77426637
887,14,58, KNN, KNN,33.350023,6.116991252,916.8571624,289.8539326,100,99.77452086
888,14,59, SVR, RF,0.279108277,0.073860335,966.7606391,246.6850446,100,99.77477477
889,14,60, LR, LR,0,0,1802.023002,363.4587514,100,99.77502812
890,14,61, LR, LR,0,0,3106.401606,630.1700115,100,99.7752809
891,14,62, LR, LR,0,0,2993.800234,666.9473039,100,99.77553311
892,14,63, LR, LR,0,0,2799.089223,470.2513281,100,99.77578475
893,14,64, LR, LR,0,0,2287.775921,476.3914795,100,99.77603583
894,14,65, LR, LR,0,0,1566.494696,204.4842355,100,99.77628635
895,15,1, LR, LR,0,0,48.0245995,12.33623682,100,99.77653631
896,15,2, LR, LR,0,0,39.59666442,10.33529279,100,99.77678571
897,15,3, LR, LR,0,0,30.46600257,8.648397461,100,99.77703456
898,15,4, LR, LR,0,0,19.25056442,6.719392151,100,99.77728285
899,15,5, LR, LR,0,0,27.34115811,8.536068593,100,99.77753059
900,15,6, KNN, KNN,0.070098601,0.012318333,25.30854995,8.629684736,100,99.77777778
901,15,7, SVR, SVR,0.325027888,0.111957568,68.86443928,11.6195667,100,99.77802442
902,15,8, KNN, KNN,0.131399011,0.028335238,55.83319957,13.45780471,100,99.77827051
903,15,9, LR, KNN,32.93816054,5.827509324,51.1584969,13.15067712,100,99.77851606
904,15,10, RF, KNN,59.97691647,10.07424485,63.09366013,16.6779125,100,99.77876106
905,15,11, RF, RF,25.41698958,3.495103194,110.605088,52.93043736,100,99.77900552
906,15,12, SVR, KNN,0.191556146,0.031621428,86.66580293,29.0870469,100,99.77924945
907,15,13, SVR, SVR,0.854396208,0.19614099,124.600398,44.83454446,100,99.77949283
908,15,14, RF, RF,0.70097886,0.092691999,12.411715,4.608616511,100,99.77973568
909,15,16, NN, NN,3.577751968,0.768378447,54.29396752,21.4783791,100,99.779978
910,15,17, SVR, SVR,2.917996668,0.484696873,152.0967976,63.38055099,100,99.78021978
911,15,18, KNN, SVR,35.24556513,7.582372038,100.2150744,40.77480946,100,99.78046103
912,15,19, SVR, SVR,9.036827672,1.300974828,140.9109315,83.03646415,100,99.78070175
913,15,20, NN, SVR,37.98918467,7.409032572,401.4376941,197.8509115,100,99.78094195
914,15,21, SVR, SVR,0.328230243,0.145307744,413.7609851,152.1058757,100,99.78118162
915,15,22, RF, SVR,25.82061819,3.56624049,292.5274741,65.51627855,100,99.78142077
916,15,23, NN, SVR,24.18020656,5.061588729,210.566757,91.65871204,100,99.78165939
917,15,24, SVR, SVR,0.307503288,0.149598443,370.8634385,109.6207617,100,99.78189749
918,15,25, SVR, SVR,2.15248776,0.528656734,435.2397403,48.04598838,100,99.78213508
919,15,26, LR, SVR,442.1652061,62.46087491,528.0735879,143.7169984,100,99.78237214
920,15,27, NN, SVR,194.4938762,43.63606443,1485.677698,399.0367025,100,99.7826087
921,15,28, RF, RF,1543.341274,433.5906816,2137.307932,781.2538555,100,99.78284473
922,15,29, KNN, SVR,1358.13229,401.6420521,2032.912981,811.4845728,100,99.78308026
923,15,30, KNN, KNN,750.9162869,289.8621063,2563.029618,1130.721655,100,99.78331528
924,15,31, KNN, SVR,848.4699667,249.0704319,2341.109847,917.5262957,100,99.78354978
925,15,32, NN, SVR,828.5746788,253.2994722,2245.88564,960.6846811,100,99.78378378
926,15,33, RF, KNN,1116.710723,482.8577154,3102.65641,1219.389063,100,99.78401728
927,15,34, LR, KNN,678.6477384,301.8266301,3226.8346,1231.471154,100,99.78425027
928,15,35, LR, SVR,1757.369802,410.4105268,3170.289395,1242.710938,100,99.78448276
929,15,36, RF, LR,2156.482786,493.0397051,2222.764082,936.1798469,100,99.78471475
930,15,37, LR, SVR,974.6714582,302.901966,2317.491138,1013.758732,100,99.78494624
931,15,38, KNN, KNN,632.2348689,298.8373795,2059.544618,889.1077157,100,99.78517723
932,15,39, LR, KNN,424.205337,223.1263587,1851.283747,836.593877,100,99.78540773
933,15,40, KNN, KNN,454.749614,194.2534747,1391.030185,574.5591518,100,99.78563773
934,15,41, RF, SVR,401.8578501,104.1342542,1529.703586,503.7996405,100,99.78586724
935,15,42, KNN, RF,561.3134312,123.8234034,1488.959641,414.4892744,100,99.78609626
936,15,43, KNN, KNN,443.0187892,120.0557551,1587.979644,501.0321392,100,99.78632479
937,15,44, KNN, KNN,456.001171,172.8686232,1885.206517,534.0670993,100,99.78655283
938,15,45, LR, LR,252.8215828,107.6673113,1943.759465,634.809078,100,99.78678038
939,15,46, KNN, KNN,688.853712,174.835908,1499.299115,518.1347477,100,99.78700745
940,15,47, RF, RF,335.6396459,113.6615306,1189.904258,479.7674735,100,99.78723404
941,15,48, RF, KNN,270.2590958,95.5695629,830.624582,366.5530812,100,99.78746015
942,15,49, RF, KNN,451.3602686,112.6731153,962.1634636,318.6466438,100,99.78768577
943,15,50, KNN, KNN,168.9364342,59.99423893,905.8875022,325.1527303,100,99.78791092
944,15,51, KNN, SVR,589.0914527,109.313901,907.9984656,358.0338615,100,99.78813559
945,15,52, LR, KNN,275.5030745,91.52752471,1478.026286,427.0689412,100,99.78835979
946,15,53, KNN, KNN,270.217629,106.0723052,1067.874662,423.9698191,100,99.78858351
947,15,54, RF, SVR,214.7891514,48.56718647,1230.986596,312.878599,100,99.78880676
948,15,55, NN, SVR,387.7597734,113.6329537,1382.452571,429.3140692,100,99.78902954
949,15,56, RF, RF,362.1531148,132.967897,1557.61549,548.4619375,100,99.78925184
950,15,57, KNN, SVR,247.1701035,91.50692461,1778.924177,441.504386,100,99.78947368
951,15,58, SVR, SVR,8.918818231,1.544461374,1835.096411,454.375588,100,99.78969506
952,15,59, LR, SVR,98.93936321,18.24760846,1616.227081,332.5708288,100,99.78991597
953,15,60, SVR, KNN,1.523044097,0.255916429,1987.950955,437.6100667,100,99.79013641
954,15,61, LR, LR,0,0,3497.47736,757.6038057,100,99.79035639
955,15,62, LR, LR,0,0,2388.402914,501.913125,100,99.79057592
956,15,63, LR, LR,0,0,3049.005698,614.6352227,100,99.79079498
957,15,64, LR, LR,0,0,2666.236763,550.3551466,100,99.79101358
958,15,65, LR, LR,0,0,2053.828986,244.2998572,100,99.79123173
959,16,1, LR, LR,0,0,43.62586034,11.37952258,100,99.79144943
960,16,2, LR, LR,0,0,25.62230169,8.889116962,100,99.79166667
961,16,3, LR, LR,0,0,67.71350806,10.1863124,100,99.79188345
962,16,4, LR, LR,0,0,134.9682287,21.36950386,100,99.79209979
963,16,5, SVR, KNN,2.622705342,0.340485001,250.1457503,30.07695269,100,99.79231568
964,16,6, SVR, SVR,1.315077007,0.273577883,186.9550448,47.53254046,100,99.79253112
965,16,7, SVR, SVR,0.595984978,0.190143442,136.2909038,30.82939055,100,99.79274611
966,16,8, RF, RF,49.67224973,10.1177458,273.1604791,43.42041452,100,99.79296066
967,16,9, RF, KNN,37.69337748,7.132996111,232.2015288,36.73907138,100,99.79317477
968,16,10, LR, RF,24.45579344,4.731686963,54.00321323,17.6385498,100,99.79338843
969,16,11, RF, RF,52.73313749,7.000237322,180.5850085,51.5452652,100,99.79360165
970,16,12, LR, LR,108.4856661,14.415227,332.1872335,74.38603252,100,99.79381443
971,16,13, KNN, KNN,12.18168945,1.599271293,463.3029067,150.076945,100,99.79402678
972,16,14, RF, RF,43.12585286,5.578543225,114.6598315,49.81160355,100,99.79423868
973,16,15, KNN, KNN,0.11078654,0.039598572,9.171734777,3.512292862,100,99.79445015
974,16,16, SVR, SVR,22.98713529,4.362146306,63.27268791,23.14206078,100,99.79466119
975,16,17, KNN, KNN,10.07435829,1.840829106,100.4848241,39.02049764,100,99.79487179
976,16,18, SVR, SVR,8.960787633,2.296027681,31.61891845,19.74814408,100,99.79508197
977,16,19, NN, SVR,17.03224362,5.338875431,210.2123926,69.45812012,100,99.79529171
978,16,20, NN, SVR,51.68488284,9.81966559,418.2473351,149.524613,100,99.79550102
979,16,21, SVR, SVR,10.03848602,2.180436273,597.9522919,160.4999079,100,99.79570991
980,16,22, RF, RF,132.032174,32.1717901,222.6322925,78.51295007,100,99.79591837
981,16,23, LR, LR,33.82037115,11.17645818,127.9747363,51.62437053,100,99.7961264
982,16,24, KNN, SVR,63.99040069,10.96080126,221.1163877,67.68890591,100,99.79633401
983,16,25, LR, SVR,59.5692162,19.4443017,259.6318608,73.65119934,100,99.7965412
984,16,26, RF, SVR,100.6196819,17.43387487,349.441597,128.7965851,100,99.79674797
985,16,27, KNN, SVR,554.7404545,132.5204271,685.6000656,207.8256348,100,99.79695431
986,16,28, KNN, KNN,735.3101728,177.0843655,1346.603724,478.9976455,100,99.79716024
987,16,29, RF, KNN,1622.591382,297.4309166,2052.019288,618.4227488,100,99.79736575
988,16,30, LR, SVR,624.6476611,142.9622363,1762.677313,627.5148534,100,99.79757085
989,16,31, KNN, KNN,1038.836677,356.161661,1829.76209,674.2353207,100,99.79777553
990,16,32, LR, SVR,776.2051981,222.8838042,2079.052581,772.8332741,100,99.7979798
991,16,33, RF, RF,778.4314503,275.3694132,2232.036382,990.8795363,100,99.79818365
992,16,34, KNN, RF,940.1734334,268.2086489,1935.020539,797.1099274,100,99.7983871
993,16,35, RF, RF,1275.92477,571.4759865,2039.095332,719.1270941,100,99.79859013
994,16,36, LR, LR,1054.084492,493.6015749,2303.234059,1046.694926,100,99.79879276
995,16,37, KNN, KNN,835.9146406,246.5804437,3149.224196,1267.931858,100,99.79899497
996,16,38, KNN, KNN,948.9228901,302.4073924,2618.027663,1185.510536,100,99.79919679
997,16,39, LR, SVR,571.0803421,238.5889827,2212.620496,1100.476223,100,99.79939819
998,16,40, KNN, SVR,722.199445,325.3393762,1305.173984,616.0860795,100,99.7995992
999,16,41, KNN, SVR,420.5196072,216.4387397,1363.398669,561.147703,100,99.7997998
1000,16,42, KNN, SVR,745.20234,207.6017311,2201.968129,624.2432432,100,99.8
1001,16,43, LR, SVR,715.0575482,206.2025184,1921.503351,475.892223,100,99.8001998
1002,16,44, LR, LR,737.0538039,209.9121798,2044.266089,628.1939202,100,99.8003992
1003,16,45, RF, RF,943.8400484,186.5739676,2275.943658,717.3517142,100,99.80059821
1004,16,46, RF, RF,251.6120265,92.36266447,1654.221906,602.8563163,100,99.80079681
1005,16,47, KNN, KNN,535.1777647,153.215276,1153.904743,447.6501608,100,99.80099502
1006,16,48, LR, LR,664.3600484,249.4771861,1126.003757,418.4898714,100,99.80119284
1007,16,49, RF, RF,719.1843219,182.369342,778.4169063,276.2119922,100,99.80139027
1008,16,50, KNN, KNN,267.582832,88.26744262,1004.012789,373.4928906,100,99.8015873
1009,16,51, RF, SVR,240.3609257,76.39914989,916.1453348,266.3439032,100,99.80178394
1010,16,52, RF, SVR,179.0642439,40.44548122,1297.838973,480.6395264,100,99.8019802
1011,16,53, KNN, KNN,843.2934774,265.5152714,1111.148461,468.9046415,100,99.80217606
1012,16,54, LR, LR,799.9666965,212.4231814,883.346886,342.9048646,100,99.80237154
1013,16,55, LR, RF,621.9037982,170.7690904,748.252168,281.3704556,100,99.80256663
1014,16,56, RF, LR,1038.138053,353.6828288,1134.921201,442.917513,100,99.80276134
1015,16,57, LR, KNN,244.1056523,118.0688911,820.1509787,303.7525436,100,99.80295567
1016,16,58, KNN, KNN,381.164995,120.6539369,1312.318051,413.9204282,100,99.80314961
1017,16,59, RF, RF,249.3790566,89.70989009,1136.166961,430.0229492,100,99.80334317
1018,16,60, KNN, SVR,35.43731141,5.97563428,951.2253105,253.5032132,100,99.80353635
1019,16,61, LR, LR,17.72761546,2.371601029,1803.108153,425.3579655,100,99.80372915
1020,16,62, SVR, KNN,6.697597375,0.868804995,2267.634356,469.0786078,100,99.80392157
1021,16,63, LR, LR,0,0,3789.693464,934.9319325,100,99.80411361
1022,16,64, LR, LR,0,0,2665.830793,542.0868253,100,99.80430528
1023,16,65, LR, LR,0,0,2442.058414,596.5290857,100,99.80449658
1024,17,1, LR, LR,0,0,124.1151539,14.10912754,100,99.8046875
1025,17,2, LR, LR,0,0,229.4535875,15.33895946,100,99.80487805
1026,17,3, LR, LR,0,0,212.7212244,27.30400842,100,99.80506823
1027,17,4, LR, LR,0,0,163.9152143,13.94045738,100,99.80525803
1028,17,5, KNN, KNN,10.66639531,1.377025713,186.6595567,29.86522977,100,99.80544747
1029,17,6, RF, RF,117.8309119,21.68707225,243.0075873,26.10179138,100,99.80563654
1030,17,7, LR, SVR,12.66987375,2.318087966,104.333785,21.86487688,100,99.80582524
1031,17,8, LR, KNN,204.0715424,38.10524973,509.3107144,101.6637808,100,99.80601358
1032,17,9, RF, RF,10.52939178,2.624630482,323.5404384,78.22809355,100,99.80620155
1033,17,10, RF, RF,20.27494073,5.22648748,93.53658505,21.64723649,100,99.80638916
1034,17,11, LR, LR,50.36257891,7.453212937,116.5636758,37.83713295,100,99.8065764
1035,17,12, LR, LR,84.18679402,11.16506018,129.8827768,36.36944362,100,99.80676329
1036,17,13, LR, LR,216.3682956,29.36565196,429.4428899,114.6210513,100,99.80694981
1037,17,14, RF, RF,56.16504106,11.18822223,213.6787354,85.6425717,100,99.80713597
1038,17,15, NN, SVR,5.857811438,1.377316588,114.5841337,34.91207149,100,99.80732177
1039,17,16, SVR, SVR,2.012331035,0.49669329,28.19615998,9.559300014,100,99.80750722
1040,17,17, NN, SVR,21.93440016,6.00175495,68.7403536,26.56562715,100,99.80769231
1041,17,18, KNN, SVR,49.91877161,14.32092337,181.6919118,69.71465964,100,99.80787704
1042,17,19, LR, LR,20.03541074,8.180445488,210.1524855,56.50306816,100,99.80806142
1043,17,20, LR, LR,165.6966672,53.33613934,268.2183631,120.8921305,100,99.80824545
1044,17,21, LR, LR,231.1241998,63.82446162,616.9274551,154.8358339,100,99.80842912
1045,17,22, KNN, KNN,135.4685241,43.01968107,279.2445046,93.84150391,100,99.80861244
1046,17,23, RF, SVR,52.73143136,14.64955564,176.3498615,76.26675333,100,99.80879541
1047,17,24, LR, RF,211.0847417,58.21681473,280.0293651,83.6286087,100,99.80897803
1048,17,25, RF, RF,60.7077182,22.88486785,313.6881192,64.0426161,100,99.80916031
1049,17,26, LR, LR,347.0168615,97.13478893,443.0770335,143.2081854,100,99.80934223
1050,17,27, NN, SVR,323.2131953,78.16186749,930.50506,248.800727,100,99.80952381
1051,17,28, KNN, SVR,610.5510775,145.6698612,1524.999633,630.3786147,100,99.80970504
1052,17,29, KNN, KNN,596.6448367,160.4010056,1622.651103,707.137896,100,99.80988593
1053,17,30, RF, RF,380.9014771,94.81958106,1445.540802,622.2881373,100,99.81006648
1054,17,31, RF, SVR,1191.030272,391.6345238,1335.063201,400.4430542,100,99.81024668
1055,17,32, RF, SVR,1419.16063,450.8832424,1990.457323,891.5211806,100,99.81042654
1056,17,33, KNN, KNN,1304.419296,333.4441031,2022.747826,863.7299701,100,99.81060606
1057,17,34, RF, RF,572.0627309,179.4271251,2827.154701,1004.410691,100,99.81078524
1058,17,35, KNN, KNN,1150.73367,503.2635821,2410.145552,867.8779394,100,99.81096408
1059,17,36, KNN, KNN,570.0051548,207.2493493,1985.940913,786.8029119,100,99.81114259
1060,17,37, KNN, KNN,1716.654837,639.4729126,2162.519403,833.3166618,100,99.81132075
1061,17,38, LR, LR,653.3146049,280.2761412,2259.571258,1012.766329,100,99.81149859
1062,17,39, LR, KNN,242.4515421,120.090626,2466.10038,854.3188073,100,99.81167608
1063,17,40, KNN, KNN,616.7406015,240.5347647,1942.030851,775.733288,100,99.81185325
1064,17,41, LR, NN,845.5764604,300.8377377,2231.893459,803.7603718,100,99.81203008
1065,17,42, KNN, KNN,435.3976442,188.1958412,1402.168528,438.8249533,100,99.81220657
1066,17,43, NN, SVR,239.9752164,64.42945851,1637.238092,503.1291853,100,99.81238274
1067,17,44, KNN, KNN,460.3989219,147.8869586,1542.544651,487.7873347,100,99.81255858
1068,17,45, KNN, KNN,1145.904992,365.3460704,1972.836045,559.4823639,100,99.81273408
1069,17,46, RF, SVR,1142.948209,241.3053172,1601.331147,543.742711,100,99.81290926
1070,17,47, KNN, KNN,645.4121261,145.3277982,1273.852763,517.6826746,100,99.81308411
1071,17,48, KNN, SVR,500.5531587,170.5727037,897.8538066,379.4152307,100,99.81325864
1072,17,49, LR, NN,179.7628493,79.512356,989.3927232,390.0435049,100,99.81343284
1073,17,50, LR, RF,477.3676048,133.5293009,814.0063214,313.974799,100,99.81360671
1074,17,51, LR, KNN,717.0093127,202.2584641,1547.115132,462.6465595,100,99.81378026
1075,17,52, RF, RF,456.3550662,160.2430604,978.3325464,266.0048479,100,99.81395349
1076,17,53, RF, RF,503.0468706,196.7008241,1203.783071,490.9986857,100,99.81412639
1077,17,54, KNN, KNN,217.5541808,84.66975708,1222.424451,518.0902945,100,99.81429898
1078,17,55, RF, RF,125.4528258,42.85028108,821.6243627,338.0225361,100,99.81447124
1079,17,56, KNN, KNN,866.785777,234.1308779,984.7808325,348.8095207,100,99.81464319
1080,17,57, RF, RF,410.2962416,171.4556125,683.2438213,240.0178988,100,99.81481481
1081,17,58, RF, RF,263.0035922,95.78886901,1238.4169,359.8087687,100,99.81498612
1082,17,59, RF, RF,599.172548,161.1772302,968.6698665,357.697636,100,99.81515712
1083,17,60, LR, RF,204.2847342,59.06086021,961.8607862,342.1205897,100,99.81532779
1084,17,61, NN, SVR,83.90692119,16.29375335,1196.834917,362.4396973,100,99.81549815
1085,17,62, SVR, SVR,21.79946422,4.0125958,2377.563879,441.4492594,100,99.8156682
1086,17,63, LR, LR,0,0,3132.934573,784.5346386,100,99.81583794
1087,17,64, LR, LR,0,0,2721.858659,652.8232813,100,99.81600736
1088,17,65, LR, LR,0,0,2287.214733,538.2701199,100,99.81617647
1089,18,1, LR, LR,0,0,89.89491994,20.28156859,100,99.81634527
1090,18,2, LR, LR,0,0,70.38565558,17.2585467,100,99.81651376
1091,18,3, LR, LR,0,0,40.86464701,10.34924512,100,99.81668194
1092,18,4, LR, LR,0.098296315,0.01269,30.44218504,4.022366228,100,99.81684982
1093,18,5, RF, RF,29.62837091,3.825006237,56.8415512,9.729652934,100,99.81701738
1094,18,6, LR, LR,8.301779573,1.955095718,68.22635288,8.531103654,100,99.81718464
1095,18,7, LR, RF,21.0342188,4.822951212,87.33249076,21.35662529,100,99.8173516
1096,18,8, KNN, KNN,26.19529953,7.133576225,466.8669189,98.26264648,100,99.81751825
1097,18,9, KNN, KNN,49.04552416,11.37634703,223.496207,77.71998402,100,99.81768459
1098,18,10, LR, SVR,23.37796149,4.070304183,93.58415448,22.81066895,100,99.81785064
1099,18,11, LR, RF,3.332571045,0.76779803,49.91666721,19.87994639,100,99.81801638
1100,18,12, SVR, SVR,0.368828094,0.159984705,280.8059351,109.6313128,100,99.81818182
1101,18,13, KNN, SVR,67.05191957,12.04103375,232.8618996,101.5462612,100,99.81834696
1102,18,14, LR, SVR,22.91806248,6.731779828,344.8518751,118.8787264,100,99.8185118
1103,18,15, RF, RF,61.40223053,22.71222025,328.469661,182.3407537,100,99.81867634
1104,18,16, NN, SVR,10.57855407,2.645199933,178.0773994,86.89998372,100,99.81884058
1105,18,17, RF, RF,92.70216384,24.02644825,237.1407404,110.0927734,100,99.81900452
1106,18,18, NN, SVR,54.46500316,15.81880846,154.8255494,70.6139175,100,99.81916817
1107,18,19, LR, SVR,46.77429757,15.69510414,163.2671257,62.52805507,100,99.81933153
1108,18,20, LR, SVR,56.68935186,12.97937757,339.1418831,138.1612505,100,99.81949458
1109,18,21, NN, SVR,47.07425061,7.288977843,339.084079,111.9452136,100,99.81965735
1110,18,22, RF, RF,108.2772601,30.43419351,194.9155822,76.6032964,100,99.81981982
1111,18,23, LR, RF,84.10270586,32.31354228,275.654365,99.86174573,100,99.819982
1112,18,24, RF, RF,122.6458397,28.65674052,230.2036921,93.78383657,100,99.82014388
1113,18,25, RF, KNN,199.9179506,71.87953199,548.0031214,182.3068334,100,99.82030548
1114,18,26, LR, LR,697.8045894,151.0985175,1142.513388,272.328382,100,99.82046679
1115,18,27, KNN, KNN,405.5092821,126.9628729,1804.344423,569.1868882,100,99.8206278
1116,18,28, LR, SVR,1273.143816,285.7812732,1930.361055,672.0949519,100,99.82078853
1117,18,29, RF, RF,440.8741008,162.0262736,1759.854789,745.6566246,100,99.82094897
1118,18,30, NN, SVR,355.0472543,101.1722082,1891.130933,546.6264022,100,99.82110912
